Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
3590	-35296.1	-35376.5	80.4438	0.1408904	0.0543538	0.0417423	0.0342198	0.0529566	0.0928699	0.0698509	0.0549206	0.093589	0.0277665	0.0260088	0.0429501	0.0882158	0.026639	0.0376942	0.0286483	0.181772	0.124349	0.0447363	0.0387162	0.0463837	0.0207913	0.0643719	0.143928	0.096746	0.0264998	0.0189	0.0465509	0.0603133	0.0776703	0.0345638	0.0532043	0.0605824	0.063115	0.0441935	0.0726153	0.124122	0.0528011	0.0184561	0.02311	0.136809	0.0457557	0.10039	0.0728087	0.123672	0.0447175	0.0855308	0.0268144	0.0678475	0.0308415	0.0211327	0.0390742	0.0429612	0.029704	0.100447	0.0641368	0.0892259	0.0493708	0.0352858	0.0621345	0.0810879	0.0562106	0.0241717	0.0737712	0.0460514	0.0759413	0.0209234	0.0624208	0.0222009	0.0381893	0.0266514	0.0392086	0.0669796	0.0431391	0.0802534	0.0354504	0.0156707	0.135393	0.115004	0.0577703	0.201687	0.0430231	0.082135	0.0231987	0.0848602	0.0336013	0.0600731	0.0832285	0.0922946	0.0499336	0.0441979	0.103021	0.095737	0.0518727	0.0401381	0.104283	0.0463383	0.0359475	0.102896	0.0941163	0.037174	0.137969	0.140403	0.0575116	0.0631967	0.163981	0.0607957	0.0845914	0.0192825	0.0645159	0.0311951	0.0956719	0.0755096	0.141795	0.0525572	0.0253293	0.102038	0.0511259	0.0958122	0.0316547	0.038444	0.08027879	0.4302042	0.06061166	0.0901862	0.232248	0.297008	0.0285335	0.271563	0.0804623	0.06449337	0.270703	0.201124	0.241349	0.286825	1.500105	0.5697958	0.0704061	-2.829958	0.5941079	0.3529642
3600	-35276	-35361.5	85.5487	0.1408904	0.0440776	0.0337638	0.0481529	0.0390053	0.0936036	0.0557321	0.0692755	0.0546414	0.0189442	0.018862	0.050542	0.0841932	0.0280582	0.0467835	0.029808	0.150612	0.0987647	0.0424018	0.0375843	0.0727344	0.0211831	0.0579851	0.129775	0.0924186	0.0293501	0.0178746	0.0442461	0.0560506	0.0695427	0.035318	0.106455	0.0757953	0.0966184	0.0575453	0.0629594	0.1471	0.0986428	0.025859	0.0233395	0.100066	0.0401075	0.10605	0.154779	0.153988	0.0661071	0.0961431	0.035907	0.0310493	0.0368326	0.0287437	0.0402449	0.0449239	0.0397741	0.109887	0.0560671	0.0854968	0.0450142	0.0406995	0.0682733	0.083488	0.0680686	0.0268756	0.0742512	0.0428092	0.0353266	0.0204596	0.0537797	0.019851	0.0348273	0.0207364	0.0342724	0.0483668	0.0371582	0.0664536	0.043316	0.0244128	0.0534407	0.108665	0.0785704	0.112925	0.0604424	0.0755592	0.0253978	0.0600893	0.0448502	0.115377	0.0317261	0.130703	0.0618182	0.0327156	0.100466	0.117282	0.0642696	0.0466522	0.11537	0.0573377	0.0375786	0.0852443	0.053865	0.0211838	0.0882281	0.0901599	0.0562801	0.0279047	0.220385	0.0432291	0.0581069	0.0239951	0.0408247	0.0388377	0.0554852	0.0894496	0.144662	0.0779581	0.0478753	0.0658664	0.0894633	0.0779366	0.0510139	0.0185847	0.08027879	0.4302042	0.06061166	0.0933176	0.233554	0.305887	0.0317608	0.257302	0.0781779	0.06314984	0.270495	0.204626	0.232001	0.292878	1.500055	0.5697958	0.06282076	-2.913461	0.5403543	0.2919827
3610	-35288.5	-35370.4	81.9345	0.1408904	0.0218016	0.0393545	0.0270684	0.041717	0.100075	0.0555332	0.0746751	0.0358803	0.0250011	0.0193404	0.0442266	0.0863248	0.0302931	0.0418195	0.0312694	0.18726	0.0942736	0.0383798	0.0332971	0.078448	0.0275062	0.0566395	0.113485	0.0960203	0.0265494	0.0161121	0.0466788	0.078857	0.0819292	0.027397	0.0797262	0.0735773	0.065037	0.0503054	0.0511985	0.148257	0.0565515	0.0335432	0.0274242	0.11811	0.038222	0.0878548	0.0565004	0.170593	0.0383461	0.0648842	0.0171356	0.026121	0.0280022	0.030376	0.0455168	0.0517658	0.059718	0.134279	0.0597439	0.096366	0.0362993	0.0392899	0.0694152	0.0725744	0.0661169	0.0209054	0.0688136	0.0469353	0.0466378	0.0217113	0.0768541	0.0315743	0.0464993	0.0276443	0.0392563	0.0822618	0.03918	0.0888002	0.0680975	0.0244159	0.0535843	0.11604	0.0700748	0.0928305	0.0615397	0.0481858	0.0207174	0.0623565	0.0477283	0.124107	0.132819	0.147935	0.0622203	0.0337258	0.0835016	0.0751095	0.0648245	0.15548	0.0772072	0.0422267	0.0455192	0.14845	0.0881294	0.0552725	0.0729132	0.078636	0.0778026	0.0463133	0.20986	0.0471058	0.0501881	0.0278706	0.0315594	0.0472787	0.058357	0.0867699	0.134276	0.0874906	0.0893423	0.0531091	0.087213	0.0407562	0.0900586	0.0319796	0.08027879	0.4302042	0.06061166	0.0968692	0.228612	0.298157	0.0270043	0.274888	0.0744691	0.06465096	0.27665	0.199468	0.233007	0.290874	1.499784	0.5697958	0.06970752	-2.847465	0.6066602	0.3680366
3620	-35293.5	-35379.5	85.9883	0.1408904	0.0218857	0.0347775	0.0295784	0.0400524	0.0975432	0.072465	0.0565358	0.0243001	0.0210183	0.0162007	0.0519058	0.0914552	0.024685	0.0398371	0.0274249	0.195277	0.105596	0.0256672	0.0454092	0.0538623	0.0224787	0.0648472	0.131601	0.0899846	0.0232011	0.0207662	0.0413202	0.0433865	0.0619028	0.0327014	0.0674377	0.0817074	0.0740496	0.0423553	0.0523853	0.126677	0.122473	0.0180823	0.016622	0.0910524	0.0408937	0.0723936	0.0670363	0.111842	0.0401553	0.0941283	0.0439536	0.0370151	0.0359804	0.0320023	0.0255016	0.0522359	0.038897	0.115445	0.0481656	0.0902207	0.0404498	0.0393152	0.0673604	0.0771145	0.0651891	0.0641388	0.0576245	0.0461122	0.0396013	0.0213007	0.0543174	0.0201054	0.0624248	0.0323766	0.0520773	0.058391	0.0402393	0.109217	0.107906	0.0194915	0.051263	0.0911339	0.0384762	0.274277	0.0450789	0.0656145	0.0225111	0.0483259	0.0315985	0.0639291	0.0816785	0.10147	0.089399	0.0318296	0.12266	0.0881045	0.0542937	0.0707033	0.111468	0.0310421	0.0561802	0.172947	0.0343945	0.0786628	0.0304519	0.0784994	0.0343712	0.0551012	0.217738	0.0546308	0.0792976	0.0393188	0.0141571	0.0298325	0.0433452	0.0814126	0.0642843	0.0521575	0.0461977	0.0550162	0.0545179	0.0375038	0.0995697	0.0434077	0.08027879	0.4302042	0.06061166	0.0912878	0.229329	0.295174	0.0285359	0.26659	0.0890825	0.06157485	0.272946	0.200211	0.240751	0.286091	1.499485	0.5697958	0.06098165	-2.959753	0.570212	0.3251417
3630	-35289.9	-35368.5	78.53	0.1408904	0.0133748	0.0333543	0.0355901	0.0482912	0.102401	0.0638869	0.0645172	0.0161059	0.0235623	0.0199227	0.0598648	0.124085	0.0309434	0.0483063	0.0372411	0.127499	0.114772	0.0391862	0.0404421	0.0567808	0.0291445	0.0672906	0.111844	0.0824289	0.0327764	0.0185305	0.0507357	0.0788274	0.0754129	0.0324471	0.0314388	0.0634492	0.069697	0.0464241	0.06727	0.151105	0.0961731	0.0373837	0.0170615	0.153906	0.0398415	0.0665657	0.0729563	0.144267	0.0632677	0.0700853	0.040801	0.0696978	0.0494539	0.0225661	0.036744	0.0544138	0.0245181	0.0842641	0.0613048	0.0781151	0.0348097	0.0410657	0.0759535	0.0848268	0.0735509	0.0323825	0.087048	0.0603637	0.0305381	0.0306643	0.055359	0.0737261	0.0358889	0.0287907	0.0499975	0.0494183	0.0414816	0.121643	0.0336524	0.0193171	0.0296591	0.131947	0.0405709	0.189883	0.048335	0.0674182	0.00903097	0.0522696	0.0508379	0.0583906	0.0383005	0.105824	0.106258	0.0236372	0.119921	0.0752488	0.0855508	0.0380295	0.101086	0.0701799	0.0560331	0.121779	0.0206223	0.0681186	0.0873766	0.0849122	0.0953979	0.0501533	0.122954	0.0713404	0.0567324	0.0314598	0.0234625	0.0373862	0.0655754	0.258345	0.135635	0.0379333	0.0363291	0.0557266	0.0904901	0.0223563	0.0635105	0.0312064	0.08027879	0.4302042	0.06061166	0.0917683	0.235915	0.303766	0.0265246	0.268477	0.0735486	0.06350022	0.273951	0.198918	0.236248	0.290884	1.4996	0.5697958	0.06235513	-2.959957	0.6083541	0.3700947
3640	-35287.8	-35377.2	89.3798	0.1408904	0.0208797	0.0467991	0.040081	0.031652	0.101982	0.0681877	0.0716023	0.0233796	0.0187801	0.0153658	0.0519562	0.0973964	0.0220132	0.0409882	0.0349819	0.162713	0.0596198	0.0456596	0.03978	0.074193	0.0241952	0.0579908	0.0814629	0.102742	0.0346807	0.0188906	0.0362075	0.0470065	0.0555356	0.0584111	0.0330681	0.0721643	0.0570771	0.0447824	0.0351565	0.125909	0.107184	0.0265009	0.0210233	0.133199	0.0497339	0.0564856	0.0861135	0.0968458	0.0614185	0.0636217	0.0281785	0.0359376	0.0219596	0.0232209	0.0416454	0.0457119	0.0471509	0.0998233	0.0548773	0.0938106	0.0385088	0.0458174	0.0592322	0.0805573	0.0758078	0.0308357	0.0790549	0.0469598	0.0577174	0.0422377	0.049166	0.024371	0.0360683	0.0277697	0.0350007	0.0377016	0.0217382	0.0399702	0.0223365	0.0207424	0.0390358	0.102624	0.0483092	0.224873	0.0462053	0.0604978	0.00947811	0.0438714	0.0507388	0.0672072	0.0920922	0.0946789	0.0873272	0.0304783	0.107494	0.0601155	0.0883746	0.0625363	0.073023	0.0400335	0.0456032	0.13632	0.0765378	0.0162351	0.0622494	0.112719	0.041509	0.0467091	0.120581	0.0671887	0.0538995	0.0601401	0.0300431	0.0420496	0.129901	0.108291	0.121402	0.0491182	0.0461057	0.0662154	0.060215	0.0650765	0.0299013	0.0452905	0.08027879	0.4302042	0.06061166	0.0847786	0.23073	0.299571	0.0268453	0.281075	0.0769998	0.05901353	0.268518	0.20314	0.243174	0.285168	1.499479	0.5697958	0.06849265	-2.881535	0.6332559	0.401013
3650	-35282.9	-35370.7	87.8101	0.1408904	0.01519	0.0248059	0.0492793	0.0613205	0.110412	0.0651823	0.0607846	0.0310076	0.0276391	0.0229025	0.051023	0.12317	0.0265552	0.0554981	0.0350139	0.159039	0.0761833	0.0427886	0.0382445	0.075466	0.0223744	0.0642238	0.0780507	0.0630885	0.0472621	0.0210502	0.0440772	0.0485574	0.0336647	0.0279895	0.0437754	0.0600063	0.0966281	0.0445531	0.0744886	0.146169	0.136034	0.0343156	0.0191295	0.117352	0.0384031	0.0642121	0.101209	0.091093	0.0813633	0.0919508	0.0318488	0.0532827	0.0326888	0.0218921	0.0289127	0.031583	0.0273399	0.0978874	0.0585268	0.0984461	0.0547821	0.0395828	0.0722941	0.0799433	0.0697411	0.0434661	0.105691	0.0472338	0.0352924	0.0477611	0.0977629	0.0358958	0.0368367	0.0269107	0.0491086	0.0823309	0.0321861	0.0728112	0.0584854	0.0183297	0.0506563	0.0936024	0.0553692	0.105871	0.0512599	0.0721599	0.0125352	0.0448497	0.0714078	0.0747334	0.0232028	0.0846619	0.116974	0.0510563	0.0978041	0.112144	0.122561	0.0444738	0.0670135	0.0231137	0.0693161	0.0942981	0.0555814	0.0458748	0.0668085	0.0915589	0.0849318	0.0404231	0.0835764	0.0511992	0.0631023	0.0464137	0.0268224	0.0362481	0.168671	0.121409	0.143676	0.0333503	0.0415325	0.0439976	0.0536934	0.0360906	0.127675	0.0227923	0.08027879	0.4302042	0.06061166	0.0864209	0.228182	0.303105	0.0317257	0.269322	0.0812452	0.06213226	0.281781	0.197091	0.242794	0.278334	1.499944	0.5697958	0.06464552	-2.890146	0.5501085	0.3026194
3660	-35292.6	-35385.3	92.7403	0.1408904	0.0402069	0.0354023	0.0298546	0.0632603	0.106695	0.0981712	0.0758383	0.0295988	0.0246742	0.0223634	0.0624324	0.0776497	0.0361144	0.0471405	0.026998	0.120306	0.0637239	0.023468	0.0495565	0.0714211	0.0296318	0.0691413	0.0851207	0.0736639	0.0217226	0.0212075	0.0488865	0.0275598	0.0507353	0.0466752	0.0269139	0.0482013	0.0631241	0.0448532	0.0668679	0.151535	0.0651574	0.0161886	0.0194158	0.121514	0.0390036	0.0673961	0.0601711	0.0893016	0.0365427	0.0831576	0.0254661	0.0378301	0.0413021	0.0190905	0.019176	0.0411731	0.0460318	0.105762	0.0546167	0.0826558	0.0483929	0.0566623	0.0819572	0.0822251	0.0818226	0.0596556	0.072525	0.0555649	0.0574088	0.0227802	0.091508	0.0265242	0.0282393	0.020931	0.0413062	0.0549271	0.042943	0.0374697	0.0284874	0.0414271	0.0263912	0.114052	0.0394824	0.162155	0.0527434	0.108416	0.0454174	0.024438	0.0702537	0.0535306	0.041099	0.0969275	0.0950992	0.038973	0.0746025	0.090698	0.0795358	0.0492355	0.212594	0.0260244	0.0453351	0.163458	0.0472168	0.0462962	0.0305672	0.10626	0.0875352	0.0890694	0.0813083	0.0422157	0.0524707	0.0420242	0.0384826	0.0755574	0.089077	0.147418	0.154147	0.0335097	0.08554	0.05353	0.0406658	0.0479845	0.0605417	0.032771	0.08027879	0.4302042	0.06061166	0.0951765	0.230539	0.30866	0.0259692	0.263192	0.0764638	0.06065896	0.26978	0.206915	0.238764	0.284541	1.4998	0.5697958	0.05959753	-2.958147	0.5253687	0.2760123
3670	-35265.8	-35353.8	87.991	0.1408904	0.0226062	0.0254573	0.024574	0.0657459	0.11572	0.0670822	0.0697324	0.0262318	0.0283186	0.0267122	0.0358355	0.068582	0.0248516	0.040066	0.0270756	0.137402	0.0682363	0.0425022	0.0645207	0.0879451	0.0314486	0.0457365	0.0685829	0.0883643	0.02606	0.0170868	0.0477768	0.0371597	0.0588781	0.0454518	0.0708221	0.057328	0.093635	0.0401484	0.0673941	0.158797	0.0830074	0.0283664	0.0240239	0.111687	0.0397472	0.0695771	0.0971783	0.0976607	0.0162521	0.0956416	0.0293822	0.0540402	0.0240327	0.0311596	0.0440789	0.0497627	0.0521151	0.0700146	0.0524099	0.0998478	0.0489814	0.0455391	0.0728192	0.0806763	0.0718196	0.0228837	0.0740546	0.0531761	0.038199	0.0665671	0.0391947	0.0122668	0.149881	0.0214966	0.0343922	0.0643672	0.0334665	0.0378621	0.0420534	0.0328806	0.0245472	0.111754	0.0563668	0.128276	0.0563867	0.0904209	0.0406686	0.0408623	0.0721352	0.0781784	0.0307108	0.0682467	0.0843114	0.0346018	0.102547	0.0817423	0.0679096	0.053348	0.134732	0.0291455	0.0660251	0.126564	0.0722218	0.0210122	0.0373066	0.0835994	0.0825266	0.0822332	0.0894003	0.0390152	0.0598611	0.0481293	0.0420036	0.0321157	0.0447285	0.0960941	0.210259	0.039694	0.0393099	0.0543448	0.0389112	0.0332053	0.277499	0.0343564	0.08027879	0.4302042	0.06061166	0.08939	0.236379	0.306896	0.0252127	0.263041	0.0790806	0.06144782	0.261698	0.207249	0.238746	0.292307	1.499918	0.5697958	0.05739119	-3.025957	0.5798151	0.3361855
3680	-35258.6	-35361.1	102.566	0.1408904	0.0336971	0.0321413	0.0355882	0.0625307	0.124361	0.052412	0.0617033	0.0361243	0.0357668	0.0236671	0.0412309	0.0787668	0.0352061	0.0307669	0.0249145	0.130208	0.0615174	0.034054	0.0468604	0.0756438	0.0242851	0.0450935	0.0667148	0.0632427	0.0291174	0.021487	0.0493352	0.0599683	0.0610925	0.0336836	0.0781536	0.0708997	0.100973	0.0450754	0.0516274	0.140352	0.0925705	0.0155373	0.0236566	0.0985443	0.0379031	0.060884	0.073394	0.10964	0.0394101	0.0942427	0.0411998	0.059674	0.0457844	0.021358	0.0636099	0.0434991	0.0543463	0.0937823	0.0553285	0.0849321	0.043003	0.0463624	0.0862114	0.0715176	0.0755332	0.0204104	0.064838	0.040885	0.0259741	0.0649786	0.0380246	0.0192277	0.0826063	0.021596	0.0313327	0.0882653	0.0306242	0.0974612	0.0388145	0.0291952	0.0213697	0.0667706	0.0651837	0.101132	0.0612156	0.0851745	0.0917508	0.051555	0.0464676	0.0412247	0.050651	0.0706214	0.0686086	0.0322762	0.0890937	0.148498	0.0648871	0.0994978	0.0979695	0.0310574	0.0446584	0.154088	0.0488463	0.0436356	0.0474084	0.0681877	0.0867747	0.0519692	0.0708742	0.083794	0.0658927	0.0373894	0.0558459	0.0484337	0.0770378	0.0624911	0.165013	0.0361009	0.0322784	0.0331112	0.0402422	0.0804688	0.0562483	0.0493348	0.08027879	0.4302042	0.06061166	0.0879015	0.243758	0.307653	0.0243642	0.255803	0.0805201	0.05957958	0.264887	0.20813	0.238837	0.288145	1.49986	0.5697958	0.06259885	-2.884805	0.4770666	0.2275925
3690	-35277	-35370.8	93.7801	0.1408904	0.0455109	0.0324903	0.0240576	0.0462315	0.116864	0.0634166	0.0981775	0.0638373	0.0325677	0.0222005	0.0350916	0.0684146	0.035113	0.0438298	0.0216714	0.126563	0.0570976	0.0574861	0.0501578	0.0751646	0.0194192	0.0460412	0.0587674	0.0682356	0.0588583	0.0209964	0.0524319	0.0380583	0.081797	0.0151019	0.0787798	0.0586568	0.0637107	0.0460934	0.0577085	0.157299	0.0727886	0.0141167	0.0267709	0.120402	0.0466747	0.0629116	0.0636014	0.127917	0.0553909	0.105057	0.0326903	0.0328332	0.0376513	0.0187705	0.0617516	0.0450837	0.0950442	0.0704032	0.0550616	0.101957	0.0332133	0.0399234	0.0813699	0.0801483	0.0781015	0.0254199	0.0722954	0.0531815	0.0141562	0.0900177	0.0345645	0.0167496	0.0607912	0.0272333	0.0308175	0.0556889	0.0329458	0.0249882	0.0406509	0.0236592	0.0160548	0.0772107	0.0540374	0.133385	0.047418	0.0474774	0.0399284	0.106537	0.072356	0.0519558	0.0906357	0.0818311	0.0594462	0.0376982	0.104788	0.0766233	0.103371	0.0527436	0.17434	0.0190757	0.0391746	0.107601	0.0205581	0.0267472	0.0376365	0.0678618	0.0568332	0.0815499	0.0858015	0.02557	0.0540801	0.0573163	0.061117	0.033265	0.0539804	0.078555	0.0917296	0.0458625	0.0487815	0.0589443	0.0425795	0.100098	0.0582557	0.0271044	0.08027879	0.4302042	0.06061166	0.095102	0.248935	0.293653	0.0262842	0.249937	0.086088	0.05840509	0.273665	0.208099	0.232676	0.285559	1.500821	0.5697958	0.06039965	-2.950635	0.5364021	0.2877272
3700	-35291.2	-35372.6	81.4237	0.1408904	0.0356664	0.0471479	0.0326016	0.0359594	0.115319	0.0672841	0.0891733	0.0222317	0.0331217	0.0222846	0.044147	0.0698189	0.0327262	0.0305581	0.0272281	0.147578	0.0645497	0.0321098	0.0589741	0.0843632	0.0191025	0.0418567	0.067481	0.069945	0.0503314	0.0193465	0.0413261	0.0354798	0.0587114	0.0152785	0.0426969	0.0572992	0.0463843	0.0380482	0.0469406	0.127259	0.092155	0.0153928	0.0185296	0.0933567	0.0488977	0.0596951	0.0631866	0.117571	0.0460708	0.085528	0.018389	0.0504028	0.0411553	0.0172352	0.0390523	0.066885	0.100156	0.0839115	0.0594738	0.107037	0.0420036	0.0482531	0.0667402	0.105871	0.0631238	0.0124459	0.0976029	0.050195	0.018126	0.0574062	0.0513029	0.0169422	0.110013	0.0193528	0.0446081	0.0651079	0.031116	0.0368662	0.0161073	0.0338292	0.0131989	0.0819307	0.0530961	0.175201	0.053889	0.0575129	0.0711506	0.0963769	0.056424	0.0955246	0.0825385	0.0794197	0.076177	0.0407372	0.0941745	0.0995051	0.0881674	0.0677962	0.156269	0.0165268	0.0310565	0.115251	0.104068	0.0836361	0.0597611	0.0638469	0.119652	0.11356	0.0967833	0.0432564	0.0688334	0.0286916	0.0846006	0.0342483	0.0407816	0.0612664	0.108217	0.0638729	0.0406055	0.0284781	0.0366457	0.111984	0.0971524	0.0277061	0.08027879	0.4302042	0.06061166	0.0837442	0.240933	0.31226	0.0247852	0.260673	0.0776049	0.06084165	0.273324	0.206827	0.236255	0.283595	1.500477	0.5697958	0.06551915	-2.923285	0.6290819	0.395744
3710	-35280.3	-35364.8	84.5643	0.1408904	0.0259862	0.0325439	0.0297774	0.0276877	0.12973	0.0851495	0.0838309	0.0384267	0.0226188	0.0234842	0.0416668	0.0537156	0.0452158	0.0355663	0.0345171	0.126174	0.0637609	0.0396345	0.063624	0.0907042	0.0155377	0.0484922	0.0669573	0.06595	0.0504595	0.0169449	0.0397422	0.0477845	0.0735176	0.0222774	0.0598366	0.0626489	0.0694165	0.0329231	0.061061	0.137097	0.0803251	0.0208073	0.0230742	0.0974624	0.0497106	0.0609693	0.0632067	0.108745	0.0199925	0.0797237	0.0440455	0.0461328	0.0272204	0.0180645	0.0252762	0.0546149	0.0608087	0.0934768	0.0553484	0.103222	0.0462817	0.0300066	0.0804015	0.0853404	0.0673822	0.0199654	0.114961	0.0402012	0.0240424	0.0457941	0.059756	0.0195848	0.0620324	0.0257393	0.0448028	0.0567398	0.0403649	0.0299047	0.041711	0.0246067	0.0215371	0.103585	0.0493753	0.189741	0.0596001	0.0936931	0.0444556	0.110164	0.0980137	0.101953	0.0971303	0.11159	0.0640094	0.0244071	0.0630923	0.0749532	0.0735245	0.0763866	0.0492796	0.0125904	0.0280748	0.0909063	0.332353	0.0362732	0.0315152	0.0374088	0.0525048	0.083639	0.0879757	0.0352675	0.0690743	0.0411831	0.0648773	0.03196	0.0803333	0.0795939	0.107916	0.0628705	0.0299049	0.0399477	0.0427162	0.0568833	0.10535	0.0320801	0.08027879	0.4302042	0.06061166	0.0869002	0.231132	0.308865	0.0237556	0.274867	0.0744804	0.06029997	0.268346	0.207985	0.23258	0.291088	1.50136	0.5697958	0.06458021	-2.920224	0.6006268	0.3607526
3720	-35283.5	-35376.7	93.2228	0.1408904	0.0323775	0.0268486	0.0424381	0.03776	0.12858	0.0684636	0.0630675	0.0397792	0.0401415	0.0206793	0.0334747	0.0583736	0.0487445	0.0322947	0.0379598	0.134037	0.0642096	0.0421428	0.0481181	0.0870417	0.0221848	0.0406751	0.0516864	0.0478595	0.0284267	0.0205154	0.0438163	0.0530019	0.0553012	0.0218709	0.0412058	0.0438385	0.0692793	0.0425344	0.0544594	0.109356	0.0454709	0.023419	0.0220546	0.0811825	0.0481743	0.0645668	0.0490846	0.115135	0.0171777	0.0687906	0.0416531	0.0418088	0.036247	0.0252983	0.0312618	0.0461937	0.0637365	0.0852446	0.0563568	0.0966715	0.0434936	0.0348626	0.0770251	0.0696446	0.0717767	0.0179925	0.0895704	0.0634708	0.0260259	0.0824461	0.0496776	0.0171206	0.05009	0.0198484	0.0479453	0.107731	0.0325799	0.0414836	0.0358172	0.0317829	0.0178393	0.0942605	0.0478718	0.120992	0.0559055	0.05522	0.0175535	0.0621906	0.0642314	0.098562	0.0459581	0.152589	0.0702972	0.0262198	0.106692	0.0993341	0.0921111	0.0563772	0.0858948	0.0157139	0.0468439	0.1175	0.237793	0.0608817	0.037286	0.0734438	0.0491538	0.157525	0.103243	0.0643261	0.074636	0.0588406	0.0505771	0.0381148	0.0811398	0.0709616	0.0760711	0.0736144	0.106731	0.0971249	0.0231542	0.0940931	0.0552104	0.035679	0.08027879	0.4302042	0.06061166	0.0898363	0.236877	0.303892	0.0246806	0.263417	0.0812967	0.05976845	0.269486	0.202483	0.240439	0.287593	1.500176	0.5697958	0.05785771	-2.97887	0.5081362	0.2582024
3730	-35283.3	-35372.2	88.924	0.1408904	0.0182514	0.032681	0.0344408	0.0450374	0.111009	0.0612057	0.0651536	0.0390123	0.0604648	0.0239481	0.0343807	0.064429	0.0792978	0.0356029	0.033518	0.125708	0.0576195	0.0617764	0.0599797	0.0881705	0.0315104	0.0418183	0.0838633	0.0617716	0.0611712	0.0199471	0.0382375	0.0826112	0.0552882	0.0154347	0.0681298	0.0456965	0.0615224	0.0395333	0.0464984	0.18115	0.0488997	0.0255234	0.0216086	0.0868506	0.0437107	0.0504292	0.0519307	0.120156	0.0250082	0.0872144	0.0621895	0.0493696	0.0453422	0.0261402	0.062677	0.0485814	0.070862	0.0758173	0.0577033	0.0937227	0.0379503	0.0361263	0.0547381	0.0721916	0.0783168	0.0338876	0.1028	0.0535095	0.0153829	0.0715425	0.0496236	0.0323039	0.0731396	0.0291868	0.0376572	0.0725978	0.0291945	0.0550861	0.0296257	0.0222831	0.017685	0.18935	0.0598817	0.0666869	0.0458554	0.0641882	0.0126812	0.0443314	0.103112	0.091064	0.12967	0.102248	0.0607007	0.0203199	0.0795559	0.0816142	0.0709177	0.0416802	0.0948017	0.0137995	0.0520105	0.0748896	0.118276	0.0301354	0.033208	0.0798682	0.0327834	0.095873	0.0906417	0.037302	0.115571	0.0559562	0.0706812	0.0301978	0.0745952	0.0412735	0.0993503	0.0826751	0.017392	0.0567303	0.0426167	0.0797553	0.191546	0.0317461	0.08027879	0.4302042	0.06061166	0.0891289	0.232333	0.295315	0.0331121	0.277889	0.0722224	0.06026642	0.269598	0.201364	0.243102	0.285937	1.500611	0.5697958	0.06386354	-2.929596	0.5976447	0.3571792
