obs_id,species,stage,character,state,source
,Physophora gilmeri,adult,Gastrozooids on long peduncles,1,Pugh2005_Physophora
,Physophora gilmeri,adult,Basigaster shape,Globular,Pugh2005_Physophora
,Physophora gilmeri,adult,Gastrozooid color,Colorless,Pugh2005_Physophora
,Physophora gilmeri,adult,Hepatic stripes,1,Pugh2005_Physophora
,Physophora gilmeri,adult,Encapsulated cnidoband,1,Pugh2005_Physophora
,Physophora gilmeri,adult,Tentacle annulation,1,Pugh2005_Physophora
,Physophora gilmeri,adult,Cnidoband shape,Coiled,Pugh2005_Physophora
,Physophora gilmeri,adult,Cnidosac shape,Ovoid,Pugh2005_Physophora
,Physophora gilmeri,adult,Heteroneme position,Lateral proximal,Pugh2005_Physophora
,Physophora hydrostatica,adult,Cnidosac shape,Ovoid,Pugh2005_Physophora
,Physophora hydrostatica,larva,Cnidoband shape,Loosely coiled,Pugh2005_Physophora
,Physophora hydrostatica,larva,Cnidosac lateral processes,1,Pugh2005_Physophora
,Physophora hydrostatica,adult,Cnidosac lateral processes,0,Pugh2005_Physophora
,Physophora gilmeri,adult,Cnidosac lateral processes,0,Pugh2005_Physophora
,Physophora gilmeri,adult,Cnidosac lateral processes,1,Pugh2005_Physophora
,Sphaeronectes christiansonae,adult,Gastrozooid color,Orange,Pugh2009_Sphaeronectidae
,Sphaeronectes christiansonae,adult,Cnidoband color,White,Pugh2009_Sphaeronectidae
,Sphaeronectes christiansonae,adult,Tentacle lateral excrecences,1,Pugh2009_Sphaeronectidae
,Sphaeronectes christiansonae,adult,Pedicle contractility,High,Pugh2009_Sphaeronectidae
,Sphaeronectes christiansonae,adult,Heteroneme type,Microbasic mastigophores,Pugh2009_Sphaeronectidae
,Sphaeronectes christiansonae,adult,Heteroneme position,Lateral,Pugh2009_Sphaeronectidae
,Sphaeronectes christiansonae,adult,Distal cnidoband desmonemes,1,Pugh2009_Sphaeronectidae
,Sphaeronectes christiansonae,adult,Haploneme type,Anisorhizas(?),Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Gastrozooid color,Colorless,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Cnidoband color,Pale yellow,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Heteroneme type,Microbasic mastigophores,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Desmoneme shape,Pear,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Terminal filament,1,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Distal cnidoband desmonemes,1,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Tentacle lateral excrecences,1,Pugh2009_Sphaeronectidae
,Sphaeronectes haddocki,adult,Rhopaloneme type,Anacrophores,Pugh2009_Sphaeronectidae
,Sphaeronectes christiansonae,adult,Rhopaloneme type,Anacrophores,Pugh2009_Sphaeronectidae
,Resomia ornicephala,adult,Involucrum encosing,0,Pugh2009cResomiidae
,Resomia ornicephala,adult,Involucrum flaps,2,Pugh2009cResomiidae
,Resomia ornicephala,adult,Involucrum flaps symmetry,Asymmetrical,Pugh2009cResomiidae
,Resomia ornicephala,adult,Cnidoband color,Yellow,Pugh2009cResomiidae
,Resomia ornicephala,adult,Tentacle annulations,1,Pugh2009cResomiidae
,Resomia ornicephala,adult,Involucrum pigmentation,Green stripe with 2 yellow spots,Pugh2009cResomiidae
,Resomia ornicephala,adult,Cnidoband shape,Zigzag,Pugh2009cResomiidae
,Resomia ornicephala,adult,Heteroneme type,Microbasic mastigophores,Pugh2009cResomiidae
,Resomia ornicephala,adult,Haploneme type,Homotrichous anisorhizas,Pugh2009cResomiidae
,Resomia ornicephala,adult,Heteroneme position,Lateral,Pugh2009cResomiidae
,Resomia ornicephala,adult,Rhopaloneme type,Acrophores,Pugh2009cResomiidae
,Resomia ornicephala,larval,Pedicle shape,Coiled,Pugh2009cResomiidae
,Resomia ornicephala,larval,Encapsulated cnidoband,1,Pugh2009cResomiidae
,Resomia ornicephala,adult,Encapsulated cnidoband,0,Pugh2009cResomiidae
,Resomia ornicephala,adult,Pedicle shape,Straight,Pugh2009cResomiidae
,Resomia ornicephala,larval,Heteroneme type,Microbasic mastigophores,Pugh2009cResomiidae
,Resomia ornicephala,larval,Heteroneme position,Lateral proximal,Pugh2009cResomiidae
,Resomia ornicephala,larval,Haploneme type,Homotrichous anisorhizas,Pugh2009cResomiidae
,Resomia ornicephala,adult,Tentacle jigging,1,Pugh2009cResomiidae
,Resomia ornicephala,adult,Gut contents,Euphausiacea,Pugh2009cResomiidae
,Resomia ornicephala,adult,Gut contents,Thyssanoessa sp.,Pugh2009cResomiidae
,Resomia persica,adult,Involucrum encosing,1,Pugh2009cResomiidae
,Resomia persica,adult,Cnidoband color,White,Pugh2009cResomiidae
,Resomia persica,adult,Cnidoband color,Pale yellow,Pugh2009cResomiidae
,Resomia persica,adult,Gastrozooid color,Peach,Pugh2009cResomiidae
,Resomia persica,adult,Heteroneme type,Microbasic mastigophores,Pugh2009cResomiidae
,Resomia persica,adult,Haploneme type,Anisorhizas,Pugh2009cResomiidae
,Resomia persica,adult,Heteroneme position,Lateral,Pugh2009cResomiidae
,Resomia persica,adult,Rhopaloneme type,Acrophores,Pugh2009cResomiidae
,Resomia dunni,adult,Cnidoband shape,Coiled, Zigzag,Pugh2009cResomiidae
,Resomia dunni,adult,Cnidoband color,Orange,Pugh2009cResomiidae
,Resomia dunni,adult,Gastrozooid color,Orange,Pugh2009cResomiidae
,Resomia dunni,adult,Gastrozooid color,Red,Pugh2009cResomiidae
,Resomia dunni,adult,Heteroneme type,Microbasic mastigophores,Pugh2009cResomiidae
,Resomia dunni,adult,Haploneme type,Anisorhizas,Pugh2009cResomiidae
,Resomia dunni,adult,Involucrum encosing,1,Pugh2009cResomiidae
,Resomia dunni,adult,Heteroneme position,Lateral,Pugh2009cResomiidae
,Resomia persica,adult,Crustacean diet,1,Pugh2009cResomiidae
,Resomia persica,adult,Krill diet,1,Pugh2009cResomiidae
,Halistemma rubrum,adult,Gastrozooid color,Colorless,Pugh2014Halistemma
,Halistemma rubrum,adult,Gastrozooid color,Faint orange,Pugh2014Halistemma
,Halistemma rubrum,adult,Involucrum enclosing,0,Pugh2014Halistemma
,Halistemma rubrum,adult,Heteroneme type,Stenoteles,Pugh2014Halistemma
,Halistemma rubrum,adult,Haploneme type,Anisorhizas,Pugh2014Halistemma
,Halistemma rubrum,adult,Heteroneme position,Lateral,Pugh2014Halistemma
,Halistemma rubrum,adult,Haploneme shape,Spherical,Pugh2014Halistemma
,Halistemma rubrum,adult,Haploneme shape,Oval,Pugh2014Halistemma
,Halistemma rubrum,adult,Terminal sinker,0,Pugh2014Halistemma
,Halistemma rubrum,adult,Terminal filament terminal coil,1,Pugh2014Halistemma
,Halistemma rubrum,adult,Cnidoband shape,Coiled,Pugh2014Halistemma
,Halistemma rubrum,larva,Encapsulated cnidoband,1,Pugh2014Halistemma
,Halistemma rubrum,adult,Encapsulated cnidoband,0,Pugh2014Halistemma
,Halistemma rubrum,larva,Cnidoband shape,Straight,Pugh2014Halistemma
,Halistemma rubrum,larva,Cnidoband position in sac,Distal,Pugh2014Halistemma
,Halistemma cupulifera,adult,Involucrum shape,Cup,Pugh2014Halistemma
,Halistemma cupulifera,adult,Pedicle contractility,High,Pugh2014Halistemma
,Halistemma cupulifera,adult,Involucrum enclosing,0,Pugh2014Halistemma
,Halistemma cupulifera,adult,Cnidoband shape,Coiled,Pugh2014Halistemma
,Halistemma cupulifera,adult,Haploneme shape,Banana,Pugh2014Halistemma
,Halistemma cupulifera,adult,Haploneme type,Anisorhizas(?),Pugh2014Halistemma
,Halistemma cupulifera,adult,Heteroneme position,Lateral proximal,Pugh2014Halistemma
,Halistemma cupulifera,adult,Heteroneme type,Stenoteles,Pugh2014Halistemma
,Halistemma cupulifera,adult,Platelets,1,Pugh2014Halistemma
,Halistemma rubrum,adult,Platelets,1,Pugh2014Halistemma
,Halistemma cupulifera,adult,Rhopaloneme type,Acrophores,Pugh2014Halistemma
,Halistemma rubrum,adult,Rhopaloneme type,Acrophores,Pugh2014Halistemma
,Halistemma cupulifera,adult,Terminal sinker,1,Pugh2014Halistemma
,Halistemma cupulifera,adult,Terminal sinker shape,Cup,Pugh2014Halistemma
,Halistemma cupulifera,adult,Terminal sinker platelets,1,Pugh2014Halistemma
,Halistemma cupulifera,adult,Terminal sinker platelet shape,Ovoid,Pugh2014Halistemma
,Halistemma striata,adult,Encapsulated cnidoband,0,Pugh2014Halistemma
,Halistemma striata,adult,Involucrum enclosing,0,Pugh2014Halistemma
,Halistemma striata,adult,Terminal sinker,0,Pugh2014Halistemma
,Halistemma striata,adult,Gastrozooid color,Red/White,Pugh2014Halistemma
,Halistemma striata,adult,Basigaster color,Red,Pugh2014Halistemma
,Halistemma striata,adult,Hipostome color,White,Pugh2014Halistemma
,Halistemma striata,adult,Cnidoband color,Orange,Pugh2014Halistemma
,Halistemma striata,adult,Terminal filament color,White,Pugh2014Halistemma
,Halistemma striata,adult,Heteroneme type,Stenoteles,Pugh2014Halistemma
,Halistemma striata,adult,Heteroneme position,Lateral proximal,Pugh2014Halistemma
,Halistemma striata,adult,Haploneme shape,Banana,Pugh2014Halistemma
,Halistemma striata,adult,Haploneme type,Anisorhizas(?),Pugh2014Halistemma
,Halistemma striata,adult,Rhopaloneme type,Acrophores(?),Pugh2014Halistemma
,Halistemma transliratum,adult,Terminal sinker,1,Pugh2014Halistemma
,Halistemma transliratum,adult,Terminal sinker shape,Glandiform,Pugh2014Halistemma
,Halistemma transliratum,adult,Cnidoband shape,Coiled,Pugh2014Halistemma
,Halistemma transliratum,adult,Involucrum enclosing,0,Pugh2014Halistemma
,Halistemma transliratum,adult,Cnidoband color,Orange-red,Pugh2014Halistemma
,Halistemma transliratum,adult,Heteroneme position,Lateral proximal,Pugh2014Halistemma
,Halistemma transliratum,adult,Heteroneme type,Stenoteles,Pugh2014Halistemma
,Halistemma transliratum,adult,Haploneme type,Anisorhizas,Pugh2014Halistemma
,Halistemma transliratum,adult,Rhopaloneme type,Acrophores,Pugh2014Halistemma
,Halistemma transliratum,adult,Platelets,1,Pugh2014Halistemma
,Halistemma transliratum,larva,Cnidoband shape,Coiled,Pugh2014Halistemma
,Halistemma transliratum,larva,Terminal sinker,1,Pugh2014Halistemma
,Halistemma transliratum,larva,Terminal sinker shape,Hollow tube,Pugh2014Halistemma
,Halistemma foliacea,adult,Terminal sinker,1,Pugh2014Halistemma
,Halistemma foliacea,adult,Terminal sinker shape,Cup,Pugh2014Halistemma
,Halistemma foliacea,adult,Tentacle annulation,1,Pugh2014Halistemma
,Halistemma foliacea,adult,Hepatic stripes,1,Pugh2014Halistemma
,Halistemma foliacea,adult,Involucrum flaps,2,Pugh2014Halistemma
,Halistemma foliacea,adult,Involucrum flaps symmetry,Symmetrical,Pugh2014Halistemma
,Halistemma foliacea,adult,Involucrum flaps symmetry,Assymetrical,Pugh2014Halistemma
,Halistemma foliacea,adult,Heteroneme type,Stenoteles,Pugh2014Halistemma
,Halistemma foliacea,adult,Haploneme type,Anisorhizas,Pugh2014Halistemma
,Halistemma foliacea,adult,Heteroneme position,Lateral proximal,Pugh2014Halistemma
,Halistemma foliacea,adult,Haploneme shape,Banana,Pugh2014Halistemma
,Halistemma foliacea,adult,Rhopaloneme type,Acrophores,Pugh2014Halistemma
,Halistemma maculatum,adult,Terminal sinker,1,Pugh2014Halistemma
,Halistemma maculatum,adult,Terminal sinker shape,Acorn,Pugh2014Halistemma
,Halistemma maculatum,adult,Involucrum enclosing,0,Pugh2014Halistemma
,Halistemma maculatum,adult,Pedicle contractility,High,Pugh2014Halistemma
,Halistemma maculatum,adult,Heteroneme type,Stenoteles,Pugh2014Halistemma
,Halistemma maculatum,adult,Haploneme type,Anisorhizas(?),Pugh2014Halistemma
,Halistemma maculatum,adult,Heteroneme position,Lateral proximal,Pugh2014Halistemma
,Halistemma maculatum,adult,Haploneme shape,Banana,Pugh2014Halistemma
,Halistemma maculatum,adult,Platelets,1,Pugh2014Halistemma
,Halistemma maculatum,adult,Rhopaloneme type,Acrophores,Pugh2014Halistemma
,Halistemma maculatum,larva,Encapsulated cnidoband,1,Pugh2014Halistemma
,Halistemma maculatum,larva,Cnidoband shape,Straight,Pugh2014Halistemma
,Halistemma maculatum,larva,Cnidoband position in sac,Distal,Pugh2014Halistemma
,Halistemma maculatum,larva,Heteroneme type,Stenoteles,Pugh2014Halistemma
,Halistemma maculatum,larva,Haploneme shape,Banana,Pugh2014Halistemma
,Halistemma maculatum,larva,Haploneme type,Anisorhizas(?),Pugh2014Halistemma
,Stephanomia amphitridis,adult,Cnidoband shape,Loosely coiled,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Involucrum,0,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Haploneme type,Unknown,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Heteroneme type,Stenoteles(?),Pugh2014Halistemma
,Stephanomia amphitridis,adult,Heteroneme position,Lateral,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Rhopaloneme type,Acrophores,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Rhopaloneme tip,Open,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Desmoneme type,Unknown,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Rhopaloneme position,Unilateral,Pugh2014Halistemma
,Stephanomia amphitridis,adult,Terminal sinker,0,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Encapsulated cnidoband,1,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Cnidoband color,Orange/Colorless,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Proximal cnidoband color,Orange,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Distal cnidoband color,Colorless,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Cnidoband position in sac,Distal,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Heteroneme type,Mastigophores(?),Pugh2014Halistemma
,Stephanomia amphitridis,larva,Heteroneme position,Lateral proximal,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Haploneme position (distal cnidoband),Lateral,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Rhopaloneme type,Unknown,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Desmoneme type,Unknown,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Rhopaloneme inclusions,1,Pugh2014Halistemma
,Stephanomia amphitridis,larva,Cnidoband shape,Straight,Pugh2014Halistemma
,Cardianecta parchelion,adult,Involucrum,1,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Cnidoband shape,Coiled,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Heteroneme type,Mastigophores?,Pugh2016a_Cordagalma
,Cordagalma ordinatum,adult,Terminal rostrum,1,Pugh2016a_Cordagalma
,Cordagalma ordinatum,adult,Hepatic stripes,1,Pugh2016a_Cordagalma
,Cordagalma ordinatum,adult,Pedicle contractility,High,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Terminal rostrum,0,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Basigaster shape,Cylindrical,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Heteroneme type,Stenoteles,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Heteroneme position,Proximal,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Proximal haploneme type,Anisorhizas,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Distal haploneme type,Isorhizas,Pugh2016a_Cordagalma
,Cordagalma rugosum,adult,Gastrozooid color,Pinkish,Pugh2016a_Cordagalma
,Cordagalma rugosum,adult,Gastrozooid color,White,Pugh2016a_Cordagalma
,Cordagalma rugosum,adult,Gastrozooid color,Pale orange,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Long distal cnidocils,0,Pugh2016a_Cordagalma
,Cordagalma abyssorum,adult,Long distal cnidocils,1,Pugh2016a_Cordagalma
,Cordagalma ordinatum,adult,Long distal cnidocils,1,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Terminal rostrum,0,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Heteroneme type,Stenoteles,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Heteroneme position,Proximal,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Proximal haploneme type,Anisorhizas,Pugh2016a_Cordagalma
,Cordagalma bimaculatum,adult,Distal haploneme type,Isorhizas,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Heteroneme type,Stenoteles,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Heteroneme position,Proximal,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Proximal haploneme type,Anisorhizas,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Distal haploneme type,Isorhizas,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Long distal cnidocils,1,Pugh2016a_Cordagalma
,Cordagalma isocarrei,adult,Haploneme shape,Ovoid,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Involucrum flaps,2,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Basigaster shape,Cylindrical,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Hepatic stripes,1,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Pedicle canal shape,Coiled,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Encapsulated cnidoband,1,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Cnidosac shape,Horned,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Cnidoband shape,Loosely coiled,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Desmoneme shape,Spherical,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Heteroneme type,Microbasic mastigophores,Pugh2016a_Cordagalma
,Cardianecta parchelion,adult,Heteroneme position,Ubiquitous,Pugh2016a_Cordagalma
,Erenna sirena,adult,Pedicle contractility,High,PughHaddock2016_Erenna
,Erenna laciniata,adult,Pedicle contractility,High,PughHaddock2016_Erenna
,Erenna sirena,adult,Heteroneme type,Microbasic mastigophores,PughHaddock2016_Erenna
,Erenna laciniata,adult,Heteroneme type,Microbasic mastigophores,PughHaddock2016_Erenna
,Erenna insidiator,adult,Heteroneme type,Microbasic mastigophores,PughHaddock2016_Erenna
,Erenna cornuta,adult,Heteroneme type,Microbasic mastigophores,PughHaddock2016_Erenna
,Erenna richardi,adult,Heteroneme type,Microbasic mastigophores,PughHaddock2016_Erenna
,Paraerenna emilyae,adult,Heteroneme type,Microbasic mastigophores,PughHaddock2016_Erenna
,Erenna sirena,adult,Heteroneme position,Lateral,PughHaddock2016_Erenna
,Erenna laciniata,adult,Heteroneme position,Lateral,PughHaddock2016_Erenna
,Erenna insidiator,adult,Heteroneme position,Lateral,PughHaddock2016_Erenna
,Erenna cornuta,adult,Heteroneme position,Lateral,PughHaddock2016_Erenna
,Erenna richardi,adult,Heteroneme position,Lateral,PughHaddock2016_Erenna
,Paraerenna emilyae,adult,Heteroneme position,Lateral,PughHaddock2016_Erenna
,Erenna sirena,adult,Gastrozooids on long peduncles,0,PughHaddock2016_Erenna
,Erenna laciniata,adult,Gastrozooids on long peduncles,0,PughHaddock2016_Erenna
,Erenna insidiator,adult,Gastrozooids on long peduncles,0,PughHaddock2016_Erenna
,Erenna cornuta,adult,Gastrozooids on long peduncles,0,PughHaddock2016_Erenna
,Erenna richardi,adult,Gastrozooids on long peduncles,0,PughHaddock2016_Erenna
,Paraerenna emilyae,adult,Gastrozooids on long peduncles,0,PughHaddock2016_Erenna
,Erenna richardi,adult,Haploneme shape,Pear,PughHaddock2016_Erenna
,Erenna richardi,adult,Haploneme shape,Oval,PughHaddock2016_Erenna
,Erenna laciniata,adult,Cnidoband ventral process,1,PughHaddock2016_Erenna
,Erenna laciniata,adult,Cnidoband ventral process attachment,Proximal,PughHaddock2016_Erenna
,Erenna laciniata,adult,Cnidoband ventral process photophores,1,PughHaddock2016_Erenna
,Erenna laciniata,adult,Cnidoband ventral process photophore position,Distal,PughHaddock2016_Erenna
,Erenna laciniata,adult,Gastrozooid color,Whitish yellow,PughHaddock2016_Erenna
,Erenna laciniata,adult,Basigaster color,Pinkish,PughHaddock2016_Erenna
,Erenna laciniata,adult,Basigaster color,Translucent,PughHaddock2016_Erenna
,Erenna laciniata,adult,Cnidoband proximal bifurcation,1,PughHaddock2016_Erenna
,Erenna sirena,adult,Tentilla jigging,1,PughHaddock2016_Erenna
,Erenna laciniata,adult,Tentilla writhing,1,PughHaddock2016_Erenna
,Erenna cornuta,adult,Cnidoband ventral process,1,PughHaddock2016_Erenna
,Erenna cornuta,adult,Cnidoband ventral process attachment,Terminal,PughHaddock2016_Erenna
,Erenna cornuta,adult,Cnidoband ventral process shape,Spherical,PughHaddock2016_Erenna
,Erenna laciniata,adult,Cnidoband ventral process shape,Elongate,PughHaddock2016_Erenna
,Erenna cornuta,adult,Hepatic stripes,1,PughHaddock2016_Erenna
,Erenna cornuta,adult,Basigaster color,Yellowish-orange,PughHaddock2016_Erenna
,Erenna cornuta,adult,Cnidoband ventral process shape,Pointed,PughHaddock2016_Erenna
,Erenna cornuta,adult,Tentilla writhing,1,PughHaddock2016_Erenna
,Erenna cornuta,adult,Haploneme shape,Pear,PughHaddock2016_Erenna
,Erenna cornuta,adult,Haploneme shape,Cylindrical,PughHaddock2016_Erenna
,Erenna cornuta,adult,Heteroneme shape,Elongate,PughHaddock2016_Erenna
,Erenna cornuta,adult,Cnidoband shape,Wavy margins,PughHaddock2016_Erenna
,Erenna insidiator,adult,Cnidoband shape,Straight,PughHaddock2016_Erenna
,Erenna insidiator,adult,Gastrozooid color,Black,PughHaddock2016_Erenna
,Erenna insidiator,adult,Basigaster shape,Ring,PughHaddock2016_Erenna
,Erenna insidiator,adult,Hepatic stripes,1,PughHaddock2016_Erenna
,Erenna insidiator,adult,Pedicle contractility,High,PughHaddock2016_Erenna
,Erenna insidiator,adult,Laterally compressed tentilla,1,PughHaddock2016_Erenna
,Erenna insidiator,adult,Tentacle annulation,1,PughHaddock2016_Erenna
,Erenna insidiator,adult,Cnidoband ventral process,1,PughHaddock2016_Erenna
,Erenna insidiator,adult,Cnidoband ventral process attachment,Terminal,PughHaddock2016_Erenna
,Erenna insidiator,adult,Cnidoband ventral process shape,Pointed,PughHaddock2016_Erenna
,Erenna insidiator,adult,Cnidoband ventral process photophores,1,PughHaddock2016_Erenna
,Erenna insidiator,adult,Heteroneme shape,Elongate,PughHaddock2016_Erenna
,Erenna insidiator,adult,Haploneme shape,Oval,PughHaddock2016_Erenna
,Erenna insidiator,adult,Haploneme shape,Pear,PughHaddock2016_Erenna
,Erenna insidiator,adult,Cnidoband shape,Wavy margins,PughHaddock2016_Erenna
,Erenna sirena,adult,Cnidoband ventral process,1,PughHaddock2016_Erenna
,Erenna sirena,adult,Cnidoband ventral process attachment,Central,PughHaddock2016_Erenna
,Erenna sirena,adult,Cnidoband ventral process shape,Elongate,PughHaddock2016_Erenna
,Erenna sirena,adult,Cnidoband ventral process photophores,1,PughHaddock2016_Erenna
,Erenna sirena,adult,Hepatic stripes,1,PughHaddock2016_Erenna
,Erenna sirena,adult,Photophore color,Red,PughHaddock2016_Erenna
,Erenna sirena,proximal,Photophore color,White,PughHaddock2016_Erenna
,Erenna cornuta,adult,Photophore color,Red,PughHaddock2016_Erenna
,Erenna insidiator,adult,Photophore color,Red,PughHaddock2016_Erenna
,Erenna richardi,adult,Photophore color,Red,PughHaddock2016_Erenna
,Erenna sirena,proximal,Cnidoband shape,C,PughHaddock2016_Erenna
,Erenna sirena,larva,Cnidoband shape,Anteater,PughHaddock2016_Erenna
,Erenna sirena,adult,Cnidoband shape,Straight,PughHaddock2016_Erenna
,Erenna sirena,larva,Heteroneme position,Lateral,PughHaddock2016_Erenna
,Erenna sirena,adult,Tentilla lure resemblance,Copepod,PughHaddock2016_Erenna
,Erenna sirena,adult,Haploneme type,Microbasic anisorhizas,PughHaddock2016_Erenna
,Erenna sirena,adult,Haploneme shape,Cylindrical,PughHaddock2016_Erenna
,Erenna richardi,adult,Cnidoband shape,Wavy margins,PughHaddock2016_Erenna
,Apolemia uvaria,adult,Gut contents,Gelatinous zooplankton,Purcell1981
,Apolemia uvaria,adult,Gelatinous diet,1,Purcell1981
,Bathyphysa sibogae,adult,Gut contents,Fish larvae,Purcell1981
,Rhizophysa filiformis,adult,Gut contents,Fish larvae,Purcell1981
,Rhizophysa eyesenhardti,adult,Gut contents,Fish larvae,Purcell1981
,Rhizophysa eyesenhardti,adult,Fish diet,1,Purcell1981
,Physalia physalis,adult,Fish diet,1,Purcell1981
,Bathyphysa sibogae,adult,Fish diet,1,Purcell1981
,Rhizophysa filiformis,adult,Fish diet,1,Purcell1981
,Apolemia uvaria,adult,Gut contents,Cypris larvae,Purcell1981b_feeding
,Apolemia uvaria,adult,Gut contents,Barnacle nauplius larvae,Purcell1981b_feeding
,Apolemia uvaria,adult,Gut contents,Cladocera,Purcell1981b_feeding
,Apolemia uvaria,adult,Gut contents,Atlantidae,Purcell1981b_feeding
,Apolemia uvaria,adult,Gut contents,Salps,Purcell1981b_feeding
,Apolemia uvaria,adult,Gut contents,Ctenophores,Purcell1981b_feeding
,Apolemia uvaria,adult,Gut contents,Hydromedusae,Purcell1981b_feeding
,Apolemia uvaria,adult,Gelatinous diet,1,Purcell1981b_feeding
,Athorybia rosacea,adult,Gut contents,Mysis larvae,Purcell1981b_feeding
,Athorybia rosacea,adult,Crustacean diet,1,Purcell1981b_feeding
,Athorybia rosacea,adult,Decapod diet,1,Purcell1981b_feeding
,Nanomia bijuga,adult,Gut contents,Barnacle nauplius larvae,Purcell1981b_feeding
,Nanomia bijuga,adult,Crustacean diet,1,Purcell1981b_feeding
,Diphyes dispar,adult,Gut contents,Gastropod velliger,Purcell1981b_feeding
,Diphyes dispar,adult,Gastropod diet,1,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Crab zoea,Purcell1981b_feeding
,Apolemia uvaria,adult,Gastropod diet,1,Purcell1981b_feeding
,Apolemia uvaria,adult,Hydrozoa diet,1,Purcell1981b_feeding
,Apolemia uvaria,adult,Ctenophore diet,1,Purcell1981b_feeding
,Apolemia uvaria,adult,Salp diet,1,Purcell1981b_feeding
,Apolemia uvaria,adult,Polychaete diet,1,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Crab megalopa,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Stomatopoda zoea,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Mysis larvae,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Caridean zoea,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Crustacean diet,1,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Decapod diet,1,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Anomuran zoea,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Cypris larvae,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Cladocera,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Cladoceran diet,1,Purcell1981b_feeding
,Apolemia uvaria,adult,Cladoceran diet,1,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Polychaeta,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Bivalve velliger,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Gastropod velliger,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Pteropoda,Purcell1981b_feeding
,Rosacea cymbiformis,adult,Gut contents,Atlantidae,Purcell1981b_feeding
